,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Population",226545805,229465714,231664458,233791994,235824902,237923795,240132887,242288918,244498982,246819230,248709873,252980941,256514224,259918588,263125821,266278393,269394284,272646925,275854104,279040168,281421906,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,308745538,311718857,314102623,316427395,318907401,321418820


SOURCES

