,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Deaths",2471643,1968365,1998559,2033124,2068679,2091359,2105024,2163984,2161764,1637394,2656721,2180115,2226027,2282854,2284363,2317918,2321933,2330759,2359088,2386995,2979442,2430225,2422431,2449071,2432481,2418569,2427615,2438645,2439234,2491016,3045912,2513173,2540928,2593996,2625033,2746013


SOURCES

