,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Births",4492372,3665896,3681245,3614016,3731164,3765546,3782283,3849412,3947890,3076428,5171116,4105689,4027125,3971136,3926652,3881967,3892431,3909345,3949171,3966059,5036334,4006985,4052799,4112637,4121160,4178113,4307551,4309900,4192593,4150273,4998000,3953593,3952937,3957577,3985924,3977745


SOURCES

